carat,cut,colour,clarity,depth_percentage,table,x_width,y_width,z_width,price
0.31,VeryGood,D,SI1,63.5,56,4.31,4.29,2.73,732
0.26,VeryGood,E,VVS2,61.4,57,4.1,4.13,2.52,506
0.4,VeryGood,F,VVS1,62.3,60,4.65,4.69,2.91,1111
0.73,Ideal,G,VS1,61.8,57,5.78,5.81,3.58,3041
0.32,Ideal,I,VS2,62.5,55,4.39,4.38,2.74,576
1.01,Good,I,VS1,64.2,60,6.35,6.27,4.05,3484
0.5,VeryGood,E,VVS1,62.1,56,5.06,5.11,3.16,2148
1,Premium,J,SI2,62.3,58,6.45,6.34,3.98,2801
0.6,Ideal,F,VS1,61.9,55,5.4,5.42,3.35,2201
1.21,VeryGood,F,SI2,62.7,57,6.74,6.81,4.25,5290
0.4,Ideal,H,SI2,61.9,58,4.71,4.73,2.92,596
0.57,Ideal,F,SI2,62.7,56,5.32,5.27,3.32,1432
1.21,Premium,G,VVS2,59.6,60,6.91,6.89,4.11,9541
0.7,Good,E,VS2,64.1,59,5.64,5.59,3.6,2777
0.34,Ideal,H,IF,61.8,54,4.51,4.55,2.8,863
0.51,Ideal,G,VS1,62.1,55,5.14,5.17,3.2,1656
1.04,Ideal,J,SI1,61.1,57,6.57,6.52,4,3931
1.52,Premium,E,SI1,60.2,58,7.44,7.37,4.46,10180
0.31,Ideal,G,VS2,62.1,54,4.34,4.36,2.7,511
0.32,Premium,F,SI2,59.7,59,4.43,4.48,2.66,421
0.3,Ideal,E,VS2,61.6,56,4.3,4.27,2.64,844
0.51,Ideal,E,VS1,61.5,53,5.17,5.24,3.2,1708
0.71,Ideal,H,VVS2,61.7,57,5.68,5.73,3.53,3371
1.27,Ideal,I,VS1,62.8,57,6.86,6.89,4.32,6396
0.93,Premium,E,SI2,62.9,57,6.25,6.19,3.91,3984
0.42,Good,G,VVS1,63.6,55,4.75,4.78,3.03,1179
0.5,Premium,F,VS2,61.8,58,5.1,5.06,3.14,1654
1.11,Premium,D,VS2,59.5,60,6.77,6.7,4.01,6579
1.08,Ideal,E,VVS2,61.8,56,6.55,6.59,4.06,10313
0.74,Good,F,SI2,59.3,61,5.87,5.97,3.51,2190
1.24,Ideal,I,SI1,62.1,56,6.84,6.88,4.26,5797
0.71,Good,G,VS1,63.5,55,5.64,5.66,3.59,2853
0.36,Ideal,D,VS1,61.7,55,4.58,4.62,2.84,1094
0.39,VeryGood,E,VS2,60.4,56,4.7,4.73,2.85,921
0.8,Premium,E,SI2,60.2,57,6.05,6.01,3.63,2829
0.3,Premium,D,SI1,62.4,60,4.23,4.26,2.65,552
1.01,VeryGood,F,SI2,59.1,57,6.57,6.62,3.9,4304
1.01,Premium,H,SI2,59.6,60,6.55,6.5,3.89,3732
0.5,Ideal,I,VS1,62.2,55,5.07,5.11,3.16,1282
0.3,Premium,H,VS1,61.4,59,4.3,4.33,2.65,526
0.72,Premium,E,SI1,61.3,58,5.81,5.78,3.55,2666
0.41,Ideal,F,VVS2,62.9,54,4.74,4.7,2.97,1192
0.33,Premium,G,VS1,62.2,58,4.39,4.42,2.74,666
0.57,Ideal,I,VS1,62.2,55,5.28,5.33,3.3,1448
1.2,Ideal,H,SI1,62.1,56,6.83,6.76,4.22,6518
0.61,Ideal,G,VVS2,60.1,57,5.52,5.54,3.32,2816
1,Ideal,F,SI2,61.8,57,6.36,6.45,3.96,4197
0.32,Ideal,G,VVS2,62.1,55,4.38,4.35,2.71,936
0.51,Ideal,H,VS1,62.7,57,5.08,5.13,3.2,1438
0.59,Ideal,E,SI2,62.5,57,5.32,5.37,3.34,1305
0.3,Ideal,H,SI1,62.1,55,4.3,4.33,2.68,450
0.7,Ideal,E,SI1,62.2,57,5.72,5.67,3.54,2542
0.5,Ideal,I,VS2,62.5,55,5.05,5.09,3.17,1244
1.03,Premium,F,SI1,60.9,60,6.52,6.45,3.95,4579
0.54,Premium,H,SI2,61.8,60,5.2,5.16,3.2,972
0.4,Premium,D,SI2,61.7,58,4.69,4.74,2.91,666
1.09,Ideal,F,SI2,62,56,6.62,6.58,4.09,5306
0.3,Ideal,F,VVS2,61.4,56,4.32,4.35,2.66,694
0.71,VeryGood,G,VS1,59.3,55,5.88,5.95,3.51,2994
0.33,Ideal,D,SI1,62.2,54,4.45,4.46,2.77,575
1.24,VeryGood,H,SI1,62.4,58,6.93,6.82,4.29,6625
0.91,Ideal,I,VVS2,60.6,57,6.25,6.27,3.79,4663
0.38,Premium,H,VS2,63,56,4.61,4.57,2.89,898
0.82,VeryGood,G,VS2,59.8,56,6.13,6.18,3.68,3535
0.33,Premium,G,VVS2,61.3,59,4.45,4.42,2.72,927
1.01,Ideal,I,VS2,62,54,6.43,6.47,4,5099
0.42,Ideal,E,SI2,62.7,55,4.79,4.78,3,882
1.51,Premium,I,VS2,60.5,59,7.44,7.41,4.49,9682
1,VeryGood,E,SI2,59.6,62,6.45,6.51,3.86,4685
0.73,Premium,F,VS1,61.9,56,5.81,5.76,3.58,2961
0.71,VeryGood,I,SI2,63.7,57,5.64,5.67,3.6,1875
0.72,Ideal,E,SI1,62.3,57,5.7,5.76,3.57,2831
0.37,Ideal,G,IF,62.4,56,4.6,4.64,2.88,1033
0.32,Ideal,F,VS2,61.3,57,4.37,4.4,2.69,645
1.3,Ideal,G,VS2,61.9,55,7.04,7.01,4.35,9225
0.41,Ideal,E,VS2,62.2,56,4.8,4.75,2.97,1087
1.43,Ideal,J,SI1,62.1,58,7.23,7.16,4.47,6546
0.57,Premium,F,SI1,59.5,58,5.43,5.36,3.21,1571
0.53,Premium,D,SI2,59.3,61,5.29,5.26,3.13,1318
1.74,Ideal,J,SI1,62.1,54,7.73,7.69,4.79,9208
1.55,Premium,J,SI2,62.6,57,7.37,7.32,4.6,6890
1.21,Ideal,H,VS1,60.5,57,6.91,6.88,4.17,7047
0.51,VeryGood,H,VS2,63.5,60,5.04,5.01,3.19,1268
0.71,Ideal,F,VS1,60.8,56,5.81,5.82,3.54,3710
0.6,Ideal,E,SI1,61.4,57,5.52,5.46,3.37,1601
1.23,Ideal,G,VS1,62,56,6.92,6.86,4.27,9030
0.72,Premium,J,I1,62.9,59,5.8,5.63,3.58,945
0.4,Premium,J,VS1,60.7,60,4.79,4.76,2.9,810
1.01,Fair,G,SI1,64.2,59,6.31,6.28,4.04,4004
0.45,VeryGood,G,VS1,60,57.1,4.99,5.03,3,1154
0.51,Ideal,E,SI1,62,55,5.14,5.12,3.18,1443
0.54,Ideal,D,VS1,61.3,56,5.3,5.27,3.24,2378
0.33,VeryGood,E,VVS1,61.8,54,4.47,4.49,2.77,945
0.31,Ideal,I,SI1,61.3,56,4.37,4.4,2.69,436
1.02,Ideal,F,SI2,60.7,56,6.53,6.5,3.95,4541
0.52,Premium,G,SI2,61.5,59,5.19,5.15,3.18,1196
1.51,Ideal,E,SI2,61.9,56,7.31,7.36,4.54,10588
0.24,Premium,H,VVS2,60.7,58,4.07,4.04,2.46,554
1.03,Premium,G,SI2,60.6,60,6.53,6.5,3.95,4557
1.13,Ideal,G,SI1,62,55,6.68,6.71,4.15,6133
1.05,Premium,E,SI1,61.8,56,6.57,6.5,4.04,5821
1.27,Premium,E,VS2,61.2,59,7.02,6.97,4.28,9086
1,Ideal,H,SI2,61.4,60,6.35,6.41,3.92,4713
0.53,Ideal,E,VS2,61.9,55,5.19,5.22,3.22,1721
0.4,Ideal,J,IF,62.4,56,4.74,4.71,2.95,1063
1.03,VeryGood,G,VS1,63,56,6.43,6.46,4.06,6539
0.38,Premium,F,VS1,60.9,58,4.68,4.71,2.86,933
0.35,Ideal,E,VS1,61.5,57,4.52,4.55,2.79,718
0.54,Ideal,E,VS2,62.2,55,5.21,5.24,3.25,1754
0.6,Good,G,VS2,59.8,61.9,5.45,5.5,3.27,1793
0.4,Good,D,SI2,63.1,57,4.72,4.75,2.99,622
1.05,Premium,F,SI2,61.1,59,6.54,6.61,4.02,3672
0.7,Premium,F,VS2,61.1,62,5.69,5.64,3.46,2369
0.9,VeryGood,G,SI2,61.2,57,6.19,6.23,3.8,3391
0.85,Ideal,G,SI1,62.2,56,6.04,6.09,3.77,3670
0.7,Ideal,E,SI1,61.1,56,5.76,5.79,3.53,2728
0.86,Good,D,VVS1,64.3,53,6.02,6.12,3.89,5029
0.73,Ideal,D,VS2,62.6,55,5.71,5.76,3.59,3735
1.32,Ideal,I,VS2,60.8,57,7.02,7.07,4.28,7079
0.4,Ideal,G,VS2,61,57,4.74,4.77,2.9,1010
0.42,VeryGood,G,SI1,61.9,55,4.78,4.88,2.99,798
0.35,Premium,E,VS2,60.7,60,4.55,4.58,2.77,767
1,Premium,D,SI1,62.3,60,6.23,6.19,3.87,4469
0.41,Good,H,SI1,63.3,56,4.71,4.74,2.99,683
0.35,Premium,D,VS2,61.9,58,4.6,4.51,2.82,1063
0.32,Ideal,D,VS2,62.6,55,4.39,4.37,2.74,972
1.03,Ideal,F,VVS2,62.1,55,6.47,6.5,4.03,9131
1.01,Premium,F,SI2,61.7,58,6.46,6.41,3.97,3846
0.54,VeryGood,G,IF,62.5,58,5.19,5.27,3.27,2128
0.9,Premium,D,SI1,62.2,60,6.14,6.08,3.8,4612
1.01,Premium,J,VS2,62.4,60,6.45,6.35,3.99,3190
1.52,Good,J,VS2,63.5,58,7.24,7.28,4.61,7370
1.6,Premium,H,SI2,59.4,59,7.6,7.55,4.5,8333
0.32,Ideal,H,VVS2,61.5,55,4.41,4.44,2.72,628
1.05,Ideal,H,SI1,60.8,56,6.62,6.58,4.01,5704
1.06,VeryGood,G,VS1,63,56,6.47,6.51,4.09,6863
1,Good,F,VS2,62.4,60,6.27,6.29,3.92,6192
1.03,Premium,E,SI2,61.7,61,6.49,6.45,3.99,3876
0.31,Premium,F,VS2,62.3,59,4.29,4.34,2.69,625
0.31,VeryGood,G,VVS2,63.2,58,4.32,4.26,2.71,907
0.33,Ideal,G,IF,61.7,56,4.47,4.51,2.77,946
0.7,Ideal,F,SI1,59.9,57,5.74,5.82,3.46,2264
0.3,Fair,F,SI1,63.1,58,4.3,4.22,2.69,496
1.51,Ideal,I,SI1,62.7,57,7.35,7.3,4.59,8193
0.55,Ideal,J,VS2,60.4,58,5.29,5.34,3.21,1133
0.43,Ideal,G,VS1,61.2,57,4.88,4.83,2.97,941
1,VeryGood,F,SI1,62.8,59,6.32,6.36,3.98,4851
1.01,VeryGood,D,SI2,62.9,59,6.29,6.37,3.98,4064
1,Premium,H,SI1,61.7,59,6.41,6.36,3.94,4144
0.31,Good,D,SI1,63.7,54,4.31,4.35,2.76,571
1.03,Ideal,G,VS1,61.7,56,6.47,6.53,4.01,7587
0.51,Premium,G,SI1,60.9,58,5.21,5.14,3.15,1281
0.96,Premium,D,SI2,60,60,6.47,6.43,3.87,3989
0.4,Ideal,D,SI1,60.8,57,4.77,4.81,2.91,772
0.71,Good,E,VS2,63.2,57,5.63,5.66,3.56,2416
0.32,Ideal,E,VS2,61.9,56,4.36,4.4,2.71,702
0.51,Ideal,G,VVS2,60.1,56,5.19,5.22,3.13,1875
0.26,Ideal,G,VVS2,62.7,53,4.09,4.11,2.57,514
1.28,Ideal,G,SI2,61.5,57,6.93,7,4.28,6412
0.42,Ideal,G,VVS2,60.7,55,4.89,4.86,2.96,1103
0.32,Ideal,E,VVS2,62.3,56,4.4,4.37,2.73,1080
0.31,VeryGood,F,SI1,63.2,56,4.31,4.27,2.71,663
1.23,VeryGood,D,SI1,62.3,57,6.8,6.87,4.26,8079
0.75,Good,D,SI2,59.9,61,5.9,5.96,3.55,2541
1.06,Ideal,H,VS2,62.3,53,6.58,6.56,4.09,6619
0.32,Ideal,E,VS2,62.9,56,4.39,4.36,2.75,900
0.3,Premium,G,VVS2,61.6,60,4.27,4.24,2.62,878
1.5,Ideal,I,VVS2,61.7,55,7.32,7.39,4.54,10646
0.32,Ideal,G,VVS1,62,57,4.38,4.42,2.73,842
0.91,VeryGood,D,SI1,63.2,59,6.11,6.14,3.87,4466
0.7,Good,G,VS2,63.1,55,5.61,5.64,3.55,2633
0.7,VeryGood,D,SI1,62.4,57,5.64,5.67,3.53,3075
0.84,Good,I,VS1,63.7,59,5.94,5.9,3.77,2753
0.3,Premium,E,SI1,62.5,59,4.28,4.3,2.68,526
1.51,VeryGood,I,SI1,63.1,56,7.28,7.33,4.61,7891
0.32,VeryGood,F,VS2,63,57,4.33,4.37,2.74,602
0.24,Ideal,F,VVS2,61.6,54,4,4.09,2.49,552
1.01,Premium,H,VS1,61.6,57,6.47,6.38,3.96,5147
0.57,Premium,F,SI1,62.7,59,5.3,5.26,3.31,1571
1.06,Ideal,E,SI2,62.2,55,6.51,6.54,4.06,5223
0.57,VeryGood,D,SI1,61.1,56,5.33,5.38,3.27,1754
0.54,VeryGood,H,SI2,60.7,55,5.31,5.34,3.23,1194
0.56,Ideal,D,VS2,62.2,56,5.28,5.26,3.28,1929
0.7,Premium,G,VS2,61.8,60,5.66,5.63,3.49,2479
0.41,Ideal,D,VS1,62.9,57,4.75,4.73,2.98,1230
0.41,Good,D,SI1,63.4,56,4.73,4.76,3.01,707
0.34,Ideal,H,VS2,60.4,57,4.54,4.57,2.75,555
0.4,VeryGood,E,VVS2,62.4,58,4.7,4.76,2.95,1017
0.41,Ideal,F,VS2,61.8,57,4.78,4.73,2.94,1107
0.3,Ideal,G,VS2,62.3,56,4.3,4.27,2.67,675
0.32,Ideal,I,SI1,60.5,58,4.43,4.49,2.7,450
0.41,VeryGood,E,VS2,62.5,56,4.75,4.79,2.98,960
1.5,Premium,I,VS1,60.8,61,7.39,7.35,4.48,9761
1.05,Ideal,J,VS2,62.3,56,6.55,6.51,4.07,4201
0.79,Ideal,G,SI1,62.3,57,5.9,5.85,3.66,2898
0.35,Ideal,E,VS2,61.6,56,4.54,4.52,2.79,984
0.38,Ideal,D,VS1,61,57,4.66,4.69,2.85,955
1.01,VeryGood,J,SI2,61.9,59,6.34,6.38,3.94,3592
0.4,Ideal,F,VVS2,61.1,57,4.73,4.8,2.91,972
0.7,Ideal,I,SI1,62.1,58,5.68,5.72,3.54,2083
0.3,Premium,H,SI1,62.9,59,4.28,4.24,2.68,554
0.31,Premium,F,VVS1,61.8,59,4.35,4.33,2.68,959
0.31,Premium,D,SI1,61.2,60,4.35,4.41,2.68,571
0.84,Premium,E,SI2,59.2,59,6.19,6.14,3.65,3086
1.01,Premium,F,VVS2,62,58,6.45,6.36,3.97,8688
0.4,Ideal,I,VVS1,62.3,53.7,4.72,4.74,2.95,870
1.05,Ideal,G,VVS2,62.5,55,6.49,6.53,4.07,8645
0.5,Ideal,D,VS1,61.6,57,5.13,5.09,3.15,2025
0.71,Ideal,E,SI1,61.5,57,5.7,5.75,3.52,2654
1.14,Ideal,G,SI1,62.2,56,6.66,6.69,4.15,5548
1.04,VeryGood,G,SI1,61.8,59,6.49,6.55,4.03,5070
1.13,Premium,J,SI2,62.4,59,6.68,6.62,4.15,3987
0.4,Premium,E,VS2,61.2,60,4.79,4.68,2.9,949
0.59,Ideal,H,VVS1,62.1,55,5.38,5.41,3.35,2193
0.51,Premium,G,VS2,62.6,57,5.15,5.1,3.21,1443
1.51,Ideal,H,VS2,62.6,57,7.37,7.33,4.6,10685
1.01,VeryGood,H,SI1,62.8,58,6.36,6.38,4,4559
0.57,VeryGood,F,VS1,63.2,56,5.27,5.31,3.34,1741
0.34,Ideal,G,IF,62.1,54,4.48,4.5,2.79,974
1.25,Ideal,J,VS2,62.6,54,6.94,6.9,4.33,5067
1.5,Good,I,VS2,60.5,60,7.26,7.32,4.41,8780
0.41,VeryGood,F,VS2,62.6,57,4.71,4.74,2.96,863
0.5,VeryGood,E,SI1,60.7,59,5.09,5.13,3.1,1281
0.59,Ideal,D,SI2,60.2,57,5.47,5.42,3.28,1572
0.51,Premium,F,VS1,61.7,58,5.11,5.07,3.14,1971
0.96,Fair,G,I1,64.5,60,6.16,6.11,3.96,2068
0.26,Good,F,VS1,62.5,56,4.06,4.1,2.55,373
0.51,VeryGood,E,VS1,62.8,57.1,5.07,5.1,3.2,1970
0.79,VeryGood,H,SI2,63.2,55,5.93,5.9,3.74,2348
1.2,VeryGood,I,VS2,62.3,56,6.76,6.81,4.23,5955
0.3,Ideal,G,SI1,62.8,56,4.32,4.28,2.7,574
0.53,VeryGood,D,VS2,63.4,55,5.23,5.11,3.28,1825
0.31,Ideal,D,SI1,61.2,55,4.49,4.37,2.71,732
0.36,Ideal,I,SI1,61.3,55,4.6,4.64,2.83,505
1.25,VeryGood,H,SI1,62.4,55,6.85,6.89,4.29,6113
1.23,Ideal,J,SI2,62.4,58,6.79,6.86,4.26,5158
1,Premium,D,SI1,62.5,59,6.38,6.32,3.97,5880
1.08,Ideal,I,SI1,62.6,53.9,6.51,6.56,4.09,5049
0.24,Premium,E,VS2,62.6,58,3.99,4.03,2.51,417
0.32,Ideal,F,VVS1,62.1,56,4.43,4.39,2.74,990
1.41,Ideal,J,VS1,61.6,56,7.19,7.22,4.44,8275
1.25,Ideal,H,VVS2,60.6,57,7,6.97,4.23,8036
0.5,Ideal,E,SI1,61.6,57,5.13,5.09,3.15,1415
0.73,Ideal,I,VVS2,63.3,57,5.77,5.73,3.64,2485
0.76,Premium,E,SI2,61.3,59,5.85,5.83,3.58,2303
1.01,Ideal,G,VVS2,62,58,6.36,6.39,3.95,7597
0.35,VeryGood,E,VS2,61.4,58,4.51,4.55,2.78,665
0.9,Good,G,I1,63.6,61,6.07,6.03,3.85,2344
0.3,VeryGood,F,VVS2,62.4,57,4.25,4.27,2.66,694
0.51,Ideal,D,VS1,62.5,57,5.13,5.08,3.19,1873
0.41,VeryGood,E,SI2,63.2,58,4.72,4.68,2.97,818
1.04,Ideal,G,VVS1,62.8,56,6.49,6.45,4.06,7738
1.15,Ideal,F,VS1,61.1,55,6.76,6.82,4.15,10316
0.58,Good,F,VVS2,62.2,61,5.37,5.44,3.36,2494
1.46,Premium,I,SI2,62.4,59,7.21,7.16,4.49,5519
1.01,Good,G,SI1,63.9,57,6.37,6.3,4.05,4672
0.41,Ideal,D,VVS2,62.1,56,4.76,4.78,2.96,1295
0.55,Ideal,H,VVS2,61.7,57,5.28,5.26,3.25,1806
0.28,VeryGood,F,VS1,62.1,59,4.16,4.21,2.6,487
1.23,VeryGood,G,VVS2,62,58,6.77,6.82,4.21,9803
0.35,Ideal,D,VS2,60.6,56,4.57,4.54,2.76,1063
1.01,VeryGood,E,VS2,62.6,56,6.39,6.43,4.01,6043
0.34,Ideal,G,IF,61.3,55,4.53,4.57,2.79,974
1.24,Ideal,F,VS2,61.4,57,6.98,6.86,4.25,9073
1.5,Premium,H,SI1,61.6,58,7.33,7.38,4.53,8669
0.56,Ideal,J,VS2,61.7,54,5.31,5.36,3.29,1094
1.11,Ideal,H,SI2,61.2,56,6.7,6.69,4.1,5496
0.72,Ideal,D,VS1,61.7,56,5.77,5.81,3.57,4047
0.3,Premium,E,VS2,61.7,60,4.31,4.28,2.65,731
0.41,VeryGood,D,SI2,62.3,61,4.72,4.75,2.95,638
0.24,Ideal,G,VVS2,61.2,56,3.99,4.02,2.45,498
0.31,Ideal,I,IF,62,54,4.36,4.42,2.72,635
0.3,Ideal,H,VVS2,62.5,55,4.29,4.32,2.69,581
0.51,Ideal,H,SI1,63,57,5.14,5.11,3.23,1195
0.52,Ideal,E,VS2,62.6,57,5.17,5.09,3.21,1815
0.31,Ideal,H,VS1,61.7,57,4.32,4.34,2.67,544
0.51,Ideal,G,VVS1,62.3,55,5.14,5.1,3.19,2111
0.91,VeryGood,F,SI2,61.4,60,6.13,6.16,3.77,3726
1.22,Ideal,H,VS1,62.3,55,6.8,6.84,4.25,7418
0.56,Ideal,D,VS1,61.7,56,5.33,5.3,3.28,2026
1.33,Ideal,H,SI2,62.7,57,7.05,6.98,4.4,6480
0.72,Ideal,E,SI1,61.2,56,5.79,5.75,3.53,2666
1.01,Good,H,SI1,63.7,56,6.34,6.33,4.08,4610
0.3,Ideal,D,VS2,62.3,53.9,4.3,4.32,2.69,762
0.32,Good,D,SI1,63.5,55,4.31,4.35,2.75,589
0.31,Ideal,G,IF,61.6,54,4.36,4.4,2.7,853
0.32,Premium,G,VS2,60.7,58,4.42,4.38,2.67,720
0.34,Premium,G,VS2,61,58,4.49,4.46,2.73,765
0.63,Premium,E,VVS1,60.9,60,5.52,5.55,3.37,2765
0.31,Ideal,D,SI1,62.6,57,4.33,4.3,2.7,732
1.1,Ideal,F,VS1,61.5,56,6.63,6.66,4.09,9669
0.32,Ideal,G,IF,61.4,55,4.42,4.44,2.72,898
0.73,Ideal,G,SI1,62.1,54,5.81,5.76,3.59,2351
1.07,VeryGood,H,VS1,62.5,56,6.52,6.6,4.1,5661
0.93,VeryGood,E,SI2,63,58,6.16,6.18,3.89,3746
0.72,Ideal,G,VS1,61.3,56,5.75,5.8,3.54,3478
1.44,Premium,F,SI1,62.9,58,7.2,7.14,4.51,9653
0.8,Ideal,I,VS2,61.6,58,5.99,6.03,3.7,2606
1.21,Ideal,E,VS2,60.3,60,6.92,6.88,4.16,9449
1.5,VeryGood,E,SI2,63.3,57,7.28,7.23,4.59,7728
0.41,Ideal,G,SI2,61,57,4.82,4.79,2.93,836
0.54,Ideal,G,VS1,61.8,54,5.22,5.24,3.23,1754
0.26,Ideal,H,VVS2,62.5,54,4.11,4.14,2.58,508
1.15,Premium,H,SI1,62,58,6.77,6.66,4.16,5506
0.31,Ideal,G,VS2,61.6,54,4.41,4.39,2.71,698
0.56,Ideal,F,VS2,62.1,57,5.28,5.29,3.28,1723
0.71,VeryGood,G,VS1,64,56,5.65,5.67,3.62,2630
0.7,Good,I,VS1,63.1,57,5.59,5.67,3.55,2390
0.52,Ideal,E,VS2,60.9,57,5.23,5.21,3.18,1815
0.7,Ideal,F,VS1,61,58,5.74,5.76,3.51,3162
0.33,Ideal,G,VVS1,61.5,56,4.45,4.46,2.74,868
0.28,VeryGood,E,VVS2,61.8,58,4.2,4.24,2.61,642
0.3,VeryGood,F,SI2,62.6,61,4.2,4.24,2.64,394
0.53,Ideal,F,VVS2,61.4,56,5.19,5.23,3.2,2275
1.34,Ideal,I,VVS2,61.4,56,7.07,7.09,4.35,8079
0.4,VeryGood,E,SI2,63.5,56,4.71,4.68,2.98,798
1,VeryGood,D,SI1,62.8,58,6.35,6.39,4,5005
1.01,Ideal,F,SI2,62.7,57,6.43,6.37,4.01,4017
1.11,VeryGood,H,VS2,62.4,58,6.57,6.69,4.14,5450
0.43,VeryGood,G,VVS1,60.7,57,4.87,4.89,2.96,1143
0.7,VeryGood,G,SI2,63.4,57,5.62,5.58,3.55,1715
0.52,Ideal,G,VS1,60.9,55,5.22,5.16,3.16,1815
0.7,Ideal,H,SI1,61.4,57,5.64,5.76,3.5,2240
1.02,Ideal,G,VS2,62.5,55,6.43,6.49,4.04,6418
0.34,Ideal,G,VS2,61.5,56,4.47,4.5,2.76,596
0.3,Ideal,F,VS2,61.1,56,4.36,4.38,2.67,573
1,VeryGood,H,SI2,61.6,58,6.43,6.47,3.97,4172
0.9,Ideal,G,VS2,62.4,54,6.22,6.19,3.87,4309
0.52,Ideal,H,VS2,62.2,56.4,5.09,5.16,3.19,1391
1.16,Premium,I,SI2,62.1,58,6.78,6.71,4.19,4326
0.35,Ideal,F,VS1,62.4,57,4.49,4.52,2.81,788
0.51,Premium,E,VS2,59.2,61,5.17,5.16,3.06,1662
0.7,VeryGood,F,VS2,62.9,58,5.63,5.65,3.55,2803
0.5,Good,E,VS2,63.7,59,4.99,5.03,3.19,1407
0.32,Ideal,E,VVS2,61.4,54,4.44,4.45,2.73,843
0.32,Premium,H,VS2,62.5,59,4.38,4.33,2.72,648
0.28,VeryGood,H,VS1,62.4,56,4.2,4.23,2.63,429
0.74,VeryGood,D,VS2,62.4,57,5.74,5.8,3.6,2906
1.09,Ideal,E,VS2,60.6,57,6.66,6.67,4.04,8158
1.03,Ideal,G,VS2,61.8,56,6.54,6.48,4.02,6241
0.6,Ideal,E,SI1,61.5,56,5.39,5.51,3.35,1738
0.51,Good,F,VS2,63.1,59,5.04,5.1,3.2,1444
0.9,Ideal,F,SI1,62.5,57,6.13,6.15,3.84,4523
0.3,Ideal,G,VVS1,61.7,57,4.31,4.35,2.67,764
0.3,Ideal,G,VS1,62.3,56,4.32,4.29,2.68,776
0.33,Ideal,H,VS2,60.7,57,4.45,4.48,2.71,521
0.3,Ideal,E,SI2,62.1,55,4.3,4.33,2.68,401
0.41,Ideal,G,VS1,61.2,57,4.77,4.8,2.93,870
0.53,Ideal,H,SI1,61.3,55,5.23,5.27,3.22,1268
0.43,Ideal,G,VVS1,62,55,4.82,4.85,3,1207
0.8,VeryGood,D,SI1,62.9,60,5.89,5.94,3.72,3502
0.33,VeryGood,F,IF,60.3,58,4.49,4.46,2.7,1014
0.7,VeryGood,F,SI1,62.3,57,5.62,5.65,3.51,2267
0.36,Ideal,F,VVS2,61.5,56,4.58,4.61,2.82,896
1.2,Good,G,SI2,63.1,57,6.73,6.77,4.26,4847
0.41,Premium,E,SI2,60,59,4.82,4.78,2.88,876
0.5,Ideal,E,SI1,61.8,56,5.11,5.07,3.14,1617
0.32,Premium,G,VS1,61.7,58,4.38,4.41,2.71,645
0.25,Premium,F,IF,61.1,58,4.08,4.1,2.5,576
0.7,Good,H,SI1,63.4,61,5.58,5.62,3.55,2066
0.4,Ideal,E,SI1,62.2,55,4.75,4.71,2.94,945
0.41,VeryGood,D,SI1,63.2,57,4.77,4.73,3,947
0.26,Ideal,F,VVS1,62.4,56,4.1,4.11,2.56,599
0.3,Ideal,H,SI1,62.1,56,4.29,4.31,2.67,450
0.55,VeryGood,D,VS1,59.5,56,5.35,5.38,3.19,2251
0.31,Ideal,G,VS2,61.4,57,4.35,4.38,2.68,574
0.71,Premium,F,SI1,60.9,59,5.74,5.69,3.48,2198
1.11,VeryGood,J,SI1,63.3,61,6.56,6.49,4.13,4084
0.7,Ideal,G,VS2,60.8,57,5.67,5.74,3.47,2507
0.32,Good,D,SI2,63.4,56,4.36,4.38,2.77,477
1.34,VeryGood,H,SI1,62.4,58,6.98,7.02,4.37,7636
0.33,Ideal,H,VS1,61.5,56,4.47,4.44,2.74,743
0.33,Premium,D,VS2,61.1,56,4.54,4.5,2.76,1069
0.9,Premium,I,SI1,60.9,56,6.26,6.21,3.8,2947
0.39,VeryGood,D,VS2,62.2,58,4.63,4.69,2.9,702
0.34,Ideal,E,VS1,62.2,57,4.46,4.51,2.79,698
0.5,VeryGood,E,VS2,62.1,62,5.08,5.1,3.16,1451
0.71,Ideal,F,SI2,61.8,57,5.69,5.72,3.53,2667
0.71,Ideal,D,SI1,61.8,56,5.72,5.76,3.54,3502
0.55,VeryGood,E,SI1,64.2,55,5.18,5.2,3.33,1417
0.32,Good,G,VS1,60.8,62,4.4,4.45,2.69,548
0.37,VeryGood,F,SI2,60.2,60,4.6,4.7,2.8,487
0.34,Ideal,E,VS2,62.6,57,4.45,4.47,2.79,745
1.06,Premium,J,SI2,61.3,60,6.52,6.59,4.02,3672
0.58,Premium,F,VS2,62.2,55,5.4,5.31,3.33,1586
0.71,VeryGood,G,VS2,61.8,56,5.69,5.74,3.53,2647
1.31,Premium,G,VS1,61.5,59,7.06,7,4.32,10071
0.52,Good,I,SI1,63.6,60,5.1,5.05,3.23,1073
0.39,Ideal,G,VVS1,61.8,54.4,4.69,4.73,2.92,1008
0.3,Ideal,G,VVS1,62.9,57,4.3,4.26,2.69,1013
0.55,VeryGood,E,VVS1,61.2,57,5.27,5.29,3.23,2585
0.9,VeryGood,E,SI1,63.1,58,6.12,6.02,3.83,4151
0.92,Premium,H,SI1,59,59,6.36,6.31,3.74,3709
1.01,VeryGood,F,SI1,59.5,62,6.45,6.53,3.86,4899
